2023-07-31 12:49:50,896 INFO    StreamThr :2214576 [internal.py:wandb_internal():86] W&B internal server running at pid: 2214576, started at: 2023-07-31 12:49:50.895769
2023-07-31 12:49:50,897 DEBUG   HandlerThread:2214576 [handler.py:handle_request():144] handle_request: status
2023-07-31 12:49:50,898 INFO    WriterThread:2214576 [datastore.py:open_for_write():85] open: /home/mr6744/ddpm_deblurring/multi_image/wandb/run-20230731_124950-gi9jkkcy/run-gi9jkkcy.wandb
2023-07-31 12:49:50,899 DEBUG   SenderThread:2214576 [sender.py:send():375] send: header
2023-07-31 12:49:50,922 DEBUG   SenderThread:2214576 [sender.py:send():375] send: run
2023-07-31 12:49:51,343 INFO    SenderThread:2214576 [dir_watcher.py:__init__():219] watching files in: /home/mr6744/ddpm_deblurring/multi_image/wandb/run-20230731_124950-gi9jkkcy/files
2023-07-31 12:49:51,343 INFO    SenderThread:2214576 [sender.py:_start_run_threads():1124] run started: gi9jkkcy with start time 1690822190.895349
2023-07-31 12:49:51,343 DEBUG   SenderThread:2214576 [sender.py:send_request():402] send_request: summary_record
2023-07-31 12:49:51,343 INFO    SenderThread:2214576 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-07-31 12:49:51,346 DEBUG   HandlerThread:2214576 [handler.py:handle_request():144] handle_request: check_version
2023-07-31 12:49:51,346 DEBUG   SenderThread:2214576 [sender.py:send_request():402] send_request: check_version
2023-07-31 12:49:51,422 DEBUG   HandlerThread:2214576 [handler.py:handle_request():144] handle_request: run_start
2023-07-31 12:49:51,427 DEBUG   HandlerThread:2214576 [system_info.py:__init__():31] System info init
2023-07-31 12:49:51,427 DEBUG   HandlerThread:2214576 [system_info.py:__init__():46] System info init done
2023-07-31 12:49:51,427 INFO    HandlerThread:2214576 [system_monitor.py:start():181] Starting system monitor
2023-07-31 12:49:51,427 INFO    SystemMonitor:2214576 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-31 12:49:51,428 INFO    HandlerThread:2214576 [system_monitor.py:probe():201] Collecting system info
2023-07-31 12:49:51,428 INFO    SystemMonitor:2214576 [interfaces.py:start():190] Started cpu monitoring
2023-07-31 12:49:51,428 INFO    SystemMonitor:2214576 [interfaces.py:start():190] Started disk monitoring
2023-07-31 12:49:51,429 INFO    SystemMonitor:2214576 [interfaces.py:start():190] Started gpu monitoring
2023-07-31 12:49:51,430 INFO    SystemMonitor:2214576 [interfaces.py:start():190] Started memory monitoring
2023-07-31 12:49:51,430 INFO    SystemMonitor:2214576 [interfaces.py:start():190] Started network monitoring
2023-07-31 12:49:51,495 DEBUG   HandlerThread:2214576 [system_info.py:probe():195] Probing system
2023-07-31 12:49:51,500 DEBUG   HandlerThread:2214576 [system_info.py:_probe_git():180] Probing git
2023-07-31 12:49:51,508 DEBUG   HandlerThread:2214576 [system_info.py:_probe_git():188] Probing git done
2023-07-31 12:49:51,508 DEBUG   HandlerThread:2214576 [system_info.py:probe():240] Probing system done
